419136,6,1,2010-03-29,3,Feroz Shah Kotla,6,bat,runs,40,Result,6,187
981004,2,4,2016-05-18,9,M Chinnaswamy Stadium,4,field,runs,82,Result,2,8
980992,2,13,2016-05-14,9,M Chinnaswamy Stadium,13,field,runs,144,Result,2,110
980912,2,11,2016-04-12,9,M Chinnaswamy Stadium,11,field,runs,45,Result,2,110
829790,2,4,2015-05-06,8,M Chinnaswamy Stadium,4,field,runs,138,Result,2,162
829750,2,3,2015-04-22,8,M Chinnaswamy Stadium,2,field,runs,27,Result,3,21
829742,2,7,2015-04-19,8,M Chinnaswamy Stadium,2,field,runs,18,Result,7,50
734010,2,6,2014-05-13,7,M Chinnaswamy Stadium,6,field,runs,16,Result,2,27
734038,4,5,2014-05-23,7,Punjab Cricket Association Stadium Mohali,5,field,runs,16,Result,4,100
598061,4,11,2013-05-11,6,Punjab Cricket Association Stadium Mohali,4,field,runs,30,Result,11,17
598021,4,1,2013-04-16,6,Punjab Cricket Association Stadium Mohali,1,field,runs,4,Result,4,120
501256,4,7,2011-05-10,4,Punjab Cricket Association Stadium Mohali,7,field,runs,76,Result,4,302
501225,4,5,2011-04-21,4,Punjab Cricket Association Stadium Mohali,5,field,runs,48,Result,4,100
419129,4,5,2010-03-24,3,Punjab Cricket Association Stadium Mohali,4,field,runs,31,Result,5,230
336024,4,5,2008-05-28,1,Punjab Cricket Association Stadium Mohali,5,field,runs,41,Result,4,100
335996,4,7,2008-04-25,1,Punjab Cricket Association Stadium Mohali,7,field,runs,66,Result,4,26
981020,11,1,2016-05-25,9,Feroz Shah Kotla,1,field,runs,22,Result,11,163
980956,6,1,2016-04-30,9,Feroz Shah Kotla,1,field,runs,27,Result,6,408
980950,6,13,2016-04-27,9,Feroz Shah Kotla,6,field,runs,1,Result,13,350
980938,6,7,2016-04-23,9,Feroz Shah Kotla,7,field,runs,10,Result,6,351
829752,6,7,2015-04-23,8,Feroz Shah Kotla,7,field,runs,37,Result,6,393
598059,6,2,2013-05-10,6,Feroz Shah Kotla,6,field,runs,4,Result,2,346
548377,6,2,2012-05-17,5,Feroz Shah Kotla,6,field,runs,21,Result,2,162
548347,6,7,2012-04-27,5,Feroz Shah Kotla,7,field,runs,37,Result,6,41
548338,6,10,2012-04-21,5,Feroz Shah Kotla,6,field,runs,20,Result,10,1
501235,6,1,2011-04-28,4,Feroz Shah Kotla,6,field,runs,17,Result,1,87
501228,6,4,2011-04-23,4,Feroz Shah Kotla,4,field,runs,29,Result,6,187
419119,6,7,2010-03-17,3,Feroz Shah Kotla,6,field,runs,98,Result,7,133
336025,6,8,2008-05-15,1,Feroz Shah Kotla,8,field,runs,12,Result,6,136
336003,6,2,2008-04-30,1,Feroz Shah Kotla,2,field,runs,10,Result,6,118
829810,7,1,2015-05-14,8,Wankhede Stadium,1,field,runs,5,Result,7,400
829774,7,5,2015-05-01,8,Wankhede Stadium,5,field,runs,8,Result,7,208
829722,7,4,2015-04-12,8,Wankhede Stadium,7,field,runs,18,Result,4,197
734052,3,4,2014-05-30,7,Wankhede Stadium,3,field,runs,24,Result,4,41
734036,7,6,2014-05-23,7,Wankhede Stadium,6,field,runs,15,Result,7,19
733988,7,2,2014-05-06,7,Wankhede Stadium,2,field,runs,19,Result,7,57
598068,7,5,2013-05-15,6,Wankhede Stadium,5,field,runs,14,Result,7,207
548375,7,1,2012-05-16,5,Wankhede Stadium,7,field,runs,32,Result,1,315
548322,7,5,2012-04-11,5,Wankhede Stadium,5,field,runs,27,Result,7,221
548313,7,10,2012-04-06,5,Wankhede Stadium,7,field,runs,28,Result,10,306
501251,7,6,2011-05-07,4,Wankhede Stadium,6,field,runs,32,Result,7,208
501242,7,4,2011-05-02,4,Wankhede Stadium,4,field,runs,23,Result,7,221
501226,7,3,2011-04-22,4,Wankhede Stadium,3,field,runs,8,Result,7,50
336043,6,5,2008-05-30,1,Wankhede Stadium,6,field,runs,105,Result,5,32
336033,7,4,2008-05-21,1,Wankhede Stadium,7,field,runs,1,Result,4,100
981014,1,11,2016-05-22,9,Eden Gardens,11,field,runs,22,Result,1,31
980968,1,4,2016-05-04,9,Eden Gardens,4,field,runs,7,Result,1,334
829828,7,3,2015-05-24,8,Eden Gardens,3,field,runs,41,Result,7,57
829786,1,11,2015-05-04,8,Eden Gardens,11,field,runs,35,Result,1,232
734048,4,1,2014-05-27,7,Eden Gardens,4,field,runs,28,Result,1,232
734032,1,2,2014-05-22,7,Eden Gardens,2,field,runs,30,Result,1,46
548328,1,4,2012-04-15,5,Eden Gardens,1,field,runs,2,Result,4,315
501224,1,9,2011-04-20,4,Eden Gardens,1,field,runs,6,Result,9,64
598010,5,1,2013-04-08,6,Sawai Mansingh Stadium,1,field,runs,19,Result,5,39
548341,5,2,2012-04-23,5,Sawai Mansingh Stadium,5,field,runs,46,Result,2,110
548317,5,1,2012-04-08,5,Sawai Mansingh Stadium,1,field,runs,22,Result,5,104
548314,5,4,2012-04-06,5,Sawai Mansingh Stadium,4,field,runs,31,Result,5,85
501254,5,3,2011-05-09,4,Sawai Mansingh Stadium,5,field,runs,63,Result,3,185
419155,5,7,2010-04-11,3,Sawai Mansingh Stadium,5,field,runs,37,Result,7,133
336028,5,2,2008-05-17,1,Sawai Mansingh Stadium,2,field,runs,65,Result,5,74
980958,11,2,2016-04-30,9,Rajiv Gandhi International Stadium Uppal,2,field,runs,15,Result,11,187
980948,11,12,2016-04-26,9,Rajiv Gandhi International Stadium Uppal,12,field,runs,34,Result,12,106
829778,11,3,2015-05-02,8,Rajiv Gandhi International Stadium Uppal,3,field,runs,22,Result,11,187
598056,11,3,2013-05-08,6,Rajiv Gandhi International Stadium Uppal,11,field,runs,77,Result,3,21
598005,11,10,2013-04-05,6,Rajiv Gandhi International Stadium Uppal,10,field,runs,22,Result,11,136
548381,8,2,2012-05-20,5,Rajiv Gandhi International Stadium Uppal,2,field,runs,9,Result,8,94
548364,8,4,2012-05-08,5,Rajiv Gandhi International Stadium Uppal,8,field,runs,25,Result,4,236
501244,8,1,2011-05-03,4,Rajiv Gandhi International Stadium Uppal,8,field,runs,20,Result,1,31
501229,8,7,2011-04-24,4,Rajiv Gandhi International Stadium Uppal,8,field,runs,37,Result,7,194
501213,8,2,2011-04-14,4,Rajiv Gandhi International Stadium Uppal,2,field,runs,33,Result,8,94
336029,8,7,2008-05-18,1,Rajiv Gandhi International Stadium Uppal,8,field,runs,25,Result,7,71
829770,3,1,2015-04-28,8,MA Chidambaram Stadium Chepauk,1,field,runs,2,Result,3,71
829712,3,6,2015-04-09,8,MA Chidambaram Stadium Chepauk,6,field,runs,1,Result,3,73
598039,3,1,2013-04-28,6,MA Chidambaram Stadium Chepauk,1,field,runs,14,Result,3,19
548385,6,3,2012-05-25,5,MA Chidambaram Stadium Chepauk,6,field,runs,86,Result,3,185
548335,3,10,2012-04-19,5,MA Chidambaram Stadium Chepauk,10,field,runs,13,Result,3,324
501275,2,7,2011-05-27,4,MA Chidambaram Stadium Chepauk,7,field,runs,43,Result,2,162
501231,3,10,2011-04-25,4,MA Chidambaram Stadium Chepauk,10,field,runs,25,Result,3,19
336018,3,4,2008-05-10,1,MA Chidambaram Stadium Chepauk,4,field,runs,18,Result,3,151
335994,3,7,2008-04-23,1,MA Chidambaram Stadium Chepauk,7,field,runs,6,Result,3,18
501246,10,7,2011-05-04,4,Dr DY Patil Sports Academy,10,field,runs,21,Result,7,235
419135,8,7,2010-03-28,3,Dr DY Patil Sports Academy,8,field,runs,41,Result,7,50
419111,8,1,2010-03-12,3,Dr DY Patil Sports Academy,8,field,runs,11,Result,1,191
336009,7,6,2008-05-04,1,Dr DY Patil Sports Academy,6,field,runs,29,Result,7,49
392186,3,7,2009-04-18,2,Newlands,3,field,runs,19,Result,7,133
392228,8,6,2009-05-13,2,Kingsmead,8,field,runs,12,Result,6,89
392215,4,5,2009-05-05,2,Kingsmead,4,field,runs,78,Result,5,74
392191,4,1,2009-04-21,2,Kingsmead,1,field,runs,11,Result,1,162
392207,3,5,2009-04-30,2,SuperSport Park,5,field,runs,38,Result,3,21
392244,2,8,2009-05-24,2,New Wanderers Stadium,2,field,runs,6,Result,8,124
392234,8,4,2009-05-17,2,New Wanderers Stadium,8,field,runs,1,Result,4,27
392211,3,6,2009-05-02,2,New Wanderers Stadium,6,field,runs,18,Result,3,186
829792,5,11,2015-05-07,8,Brabourne Stadium,5,field,runs,7,Result,11,216
829782,5,6,2015-05-03,8,Brabourne Stadium,6,field,runs,14,Result,5,85
734016,5,6,2014-05-15,7,Sardar Patel Stadium Motera,6,field,runs,62,Result,5,85
733994,5,11,2014-05-08,7,Sardar Patel Stadium Motera,5,field,runs,32,Result,11,299
733984,5,1,2014-05-05,7,Sardar Patel Stadium Motera,1,field,runs,10,Result,5,370
733992,4,3,2014-05-07,7,Barabati Stadium,3,field,runs,44,Result,4,305
419122,8,4,2010-03-19,3,Barabati Stadium,4,field,runs,6,Result,8,56
419156,8,2,2010-04-12,3,Vidarbha Cricket Association Stadium Jamtha,2,field,runs,13,Result,8,256
598071,4,7,2013-05-18,6,Himachal Pradesh Cricket Association Stadium,7,field,runs,50,Result,4,321
598033,4,6,2013-05-16,6,Himachal Pradesh Cricket Association Stadium,6,field,runs,7,Result,4,320
501269,4,8,2011-05-21,4,Himachal Pradesh Cricket Association Stadium,4,field,runs,82,Result,8,42
501262,4,6,2011-05-15,4,Himachal Pradesh Cricket Association Stadium,6,field,runs,29,Result,4,67
501247,9,1,2011-05-05,4,Nehru Stadium,1,field,runs,17,Result,9,104
501234,9,8,2011-04-27,4,Nehru Stadium,9,field,runs,55,Result,8,84
981002,12,6,2016-05-17,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,field,runs,19,Result,12,106
980998,7,6,2016-05-15,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,field,runs,80,Result,7,413
980978,7,11,2016-05-08,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,field,runs,85,Result,11,73
829748,11,1,2015-04-22,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,field,runs,16,Result,11,187
548316,8,3,2012-04-07,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,field,runs,74,Result,3,35
598023,10,11,2013-04-17,6,Subrata Roy Sahara Stadium,10,field,runs,11,Result,11,136
548367,10,2,2012-05-11,5,Subrata Roy Sahara Stadium,10,field,runs,35,Result,2,162
598040,6,10,2013-04-28,6,Shaheed Veer Narayan Singh International Stadium,10,field,runs,15,Result,6,187
598066,1,10,2013-05-15,6,JSCA International Stadium Complex,1,field,runs,7,Result,10,96
729312,1,4,2014-04-26,7,Sheikh Zayed Stadium,1,field,runs,23,Result,4,367
729304,2,1,2014-04-24,7,Sharjah Cricket Stadium,2,field,runs,2,Result,1,336
729300,4,11,2014-04-22,7,Sharjah Cricket Stadium,11,field,runs,72,Result,4,305
729322,7,11,2014-04-30,7,Dubai International Cricket Stadium,7,field,runs,15,Result,11,299
729302,5,3,2014-04-23,7,Dubai International Cricket Stadium,5,field,runs,7,Result,3,35
980936,12,2,2016-04-22,9,Maharashtra Cricket Association Stadium,12,field,runs,13,Result,2,110
829714,4,5,2015-04-10,8,Maharashtra Cricket Association Stadium,4,field,runs,26,Result,5,310
980982,4,2,2016-05-09,9,Punjab Cricket Association IS Bindra Stadium Mohali,4,field,runs,1,Result,2,32
980976,4,6,2016-05-07,9,Punjab Cricket Association IS Bindra Stadium Mohali,6,field,runs,9,Result,4,409
980946,4,7,2016-04-25,9,Punjab Cricket Association IS Bindra Stadium Mohali,4,field,runs,25,Result,7,17
980960,13,4,2016-05-01,9,Saurashtra Cricket Association Stadium,13,field,runs,23,Result,4,374
733996,2,4,2014-05-09,7,M Chinnaswamy Stadium,2,field,runs,32,Result,4,367
598073,2,3,2013-05-18,6,M Chinnaswamy Stadium,3,field,runs,24,Result,2,8
598032,2,10,2013-04-23,6,M Chinnaswamy Stadium,10,field,runs,130,Result,2,162
598004,2,7,2013-04-04,6,M Chinnaswamy Stadium,7,field,runs,2,Result,2,162
548384,3,7,2012-05-23,5,M Chinnaswamy Stadium,7,field,runs,38,Result,3,20
548320,2,1,2012-04-10,5,M Chinnaswamy Stadium,2,field,runs,42,Result,1,151
548315,2,6,2012-04-07,5,M Chinnaswamy Stadium,6,field,runs,20,Result,2,110
501249,2,4,2011-05-06,4,M Chinnaswamy Stadium,4,field,runs,85,Result,2,162
501237,2,10,2011-04-29,4,M Chinnaswamy Stadium,10,field,runs,26,Result,2,8
419162,2,7,2010-04-17,3,M Chinnaswamy Stadium,2,field,runs,57,Result,7,210
419133,2,6,2010-03-25,3,M Chinnaswamy Stadium,2,field,runs,17,Result,6,237
419128,2,3,2010-03-23,3,M Chinnaswamy Stadium,3,field,runs,36,Result,2,46
336039,2,8,2008-05-03,1,M Chinnaswamy Stadium,8,field,runs,3,Result,2,14
335987,2,1,2008-04-18,1,M Chinnaswamy Stadium,2,field,runs,140,Result,1,2
829808,4,2,2015-05-13,8,Punjab Cricket Association Stadium Mohali,2,field,runs,22,Result,4,374
829764,4,11,2015-04-27,8,Punjab Cricket Association Stadium Mohali,4,field,runs,20,Result,11,458
336005,5,1,2008-05-01,1,Sawai Mansingh Stadium,5,bat,runs,45,Result,5,101
829824,2,5,2015-05-20,8,Maharashtra Cricket Association Stadium,2,bat,runs,71,Result,2,110
392225,8,5,2009-05-11,2,De Beers Diamond Oval,8,bat,runs,53,Result,8,147
392235,6,5,2009-05-17,2,OUTsurance Oval,6,bat,runs,14,Result,6,110
829804,11,4,2015-05-11,8,Rajiv Gandhi International Stadium Uppal,11,bat,runs,5,Result,11,187
548329,2,5,2012-04-15,5,M Chinnaswamy Stadium,5,bat,runs,59,Result,5,85
829816,5,1,2015-05-16,8,Brabourne Stadium,5,bat,runs,9,Result,5,32
598072,10,6,2013-05-19,6,Subrata Roy Sahara Stadium,10,bat,runs,38,Result,10,358
598070,11,5,2013-05-17,6,Rajiv Gandhi International Stadium Uppal,11,bat,runs,23,Result,11,136
598058,10,1,2013-05-09,6,Subrata Roy Sahara Stadium,1,bat,runs,46,Result,1,40
419157,7,6,2010-04-13,3,Brabourne Stadium,7,bat,runs,39,Result,7,221
419143,7,8,2010-04-03,3,Brabourne Stadium,7,bat,runs,63,Result,7,208
336001,2,3,2008-04-28,1,M Chinnaswamy Stadium,3,bat,runs,13,Result,3,20
598047,10,2,2013-05-02,6,Subrata Roy Sahara Stadium,2,bat,runs,17,Result,2,110
598043,10,3,2013-04-30,6,Subrata Roy Sahara Stadium,3,bat,runs,37,Result,3,20
829780,4,7,2015-05-03,8,Punjab Cricket Association Stadium Mohali,7,bat,runs,23,Result,7,383
419112,7,5,2010-03-13,3,Brabourne Stadium,7,bat,runs,4,Result,7,31
729284,7,1,2014-04-16,7,Sheikh Zayed Stadium,1,bat,runs,41,Result,1,9
336019,8,1,2008-05-11,1,Rajiv Gandhi International Stadium Uppal,1,bat,runs,23,Result,1,1
734022,5,7,2014-05-19,7,Sardar Patel Stadium Motera,7,bat,runs,25,Result,7,19
548359,4,5,2012-05-05,5,Punjab Cricket Association Stadium Mohali,5,bat,runs,43,Result,5,32
829802,3,5,2015-05-10,8,MA Chidambaram Stadium Chepauk,3,bat,runs,12,Result,3,35
829784,3,2,2015-05-04,8,MA Chidambaram Stadium Chepauk,3,bat,runs,24,Result,3,21
829758,3,4,2015-04-25,8,MA Chidambaram Stadium Chepauk,3,bat,runs,97,Result,3,2
419132,4,1,2010-03-27,3,Punjab Cricket Association Stadium Mohali,1,bat,runs,39,Result,1,87
829716,3,11,2015-04-11,8,MA Chidambaram Stadium Chepauk,3,bat,runs,45,Result,3,2
598067,3,6,2013-05-14,6,MA Chidambaram Stadium Chepauk,3,bat,runs,33,Result,3,20
598046,3,4,2013-05-02,6,MA Chidambaram Stadium Chepauk,3,bat,runs,15,Result,3,21
336008,4,1,2008-05-03,1,Punjab Cricket Association Stadium Mohali,4,bat,runs,9,Result,4,29
548383,6,1,2012-05-22,5,Subrata Roy Sahara Stadium,1,bat,runs,18,Result,1,31
335988,4,3,2008-04-19,1,Punjab Cricket Association Stadium Mohali,3,bat,runs,33,Result,3,19
598020,3,10,2013-04-15,6,MA Chidambaram Stadium Chepauk,10,bat,runs,24,Result,10,306
419134,5,3,2010-03-28,3,Sardar Patel Stadium Motera,5,bat,runs,17,Result,5,183
598007,3,7,2013-04-06,6,MA Chidambaram Stadium Chepauk,7,bat,runs,9,Result,7,221
419123,5,1,2010-03-20,3,Sardar Patel Stadium Motera,5,bat,runs,34,Result,5,211
548357,3,8,2012-05-04,5,MA Chidambaram Stadium Chepauk,3,bat,runs,10,Result,3,21
548348,3,4,2012-04-28,5,MA Chidambaram Stadium Chepauk,4,bat,runs,7,Result,4,236
548380,10,1,2012-05-19,5,Subrata Roy Sahara Stadium,1,bat,runs,34,Result,1,276
501276,3,2,2011-05-28,4,MA Chidambaram Stadium Chepauk,3,bat,runs,58,Result,3,185
598075,3,7,2013-05-21,6,Feroz Shah Kotla,3,bat,runs,48,Result,3,19
501266,3,9,2011-05-18,4,MA Chidambaram Stadium Chepauk,3,bat,runs,11,Result,3,62
598025,6,3,2013-04-18,6,Feroz Shah Kotla,3,bat,runs,86,Result,3,19
598006,6,5,2013-04-06,6,Feroz Shah Kotla,5,bat,runs,5,Result,5,6
501258,3,6,2011-05-12,4,MA Chidambaram Stadium Chepauk,3,bat,runs,18,Result,3,20
548350,6,5,2012-04-29,5,Feroz Shah Kotla,6,bat,runs,1,Result,6,41
501241,3,8,2011-05-01,4,MA Chidambaram Stadium Chepauk,3,bat,runs,19,Result,3,109
