3 10000
0.35842622736730845 0.18147217768392143 0.4017389214311341
0.8146269035593002 0.25250089869226977 0.08591680028510307
0.6506856514843853 0.1845419524786036 0.36331316517190826
0.36668036825779327 0.18966712365303684 0.9105239060693735
0.08200918270200397 0.02575430477079288 0.6898754239672384
0.1482430326713129 0.36833947612320506 0.0043375557812050936
0.30714541578651366 0.1097511622417664 0.34648873277851433
0.8789866530088036 0.8720433126033879 0.38701299584184745
0.23520290389747822 0.614140698684523 0.05774445963968866
0.02069370210018684 0.006320199877468791 0.30284937141952895
0.9415608144893048 0.5122344014417971 0.19625626035410848
0.48380122444510576 0.6885460886414404 0.3802806060450449
0.23342144630019335 0.20223339283131947 0.19250058433670725
0.3036433782569339 0.01980455299552275 0.6655554254643337
0.15907383083167004 0.7351623109989223 0.5422209749069088
0.21383989150016502 0.3362946092466733 0.1608863558044662
0.011155083094996465 0.7846572540485623 0.5656263959683576
0.9106708861723218 0.8363023268169435 0.19760448273127207
0.3939601938458015 0.16843705823437605 0.6877194315832797
0.18279228847209394 0.5819346785557933 0.6887921301723159
0.2143778303174474 0.39557885088919753 0.5572923894584749
0.7637423040119862 0.9589489848991382 0.2501977844691726
0.8373021899924226 0.5775629146002651 0.6144407439785537
0.017628557583097004 0.1520042066293189 0.2174887222719427
0.7499821587187087 0.5013102239825812 0.7325578377249148
0.3870341203285359 0.8858379841206168 0.6833561219728668
0.29585243053248567 0.46649442649420914 0.7352889953842994
0.3773008419749777 0.663527137295666 0.4822788420984303
0.22934069829961534 0.7939211455932859 0.9016443965721181
0.006326237268009183 0.9512638297638246 0.6369036045524885
0.8213907778078525 0.46170607684429155 0.2501075207176343
0.9321247382711076 0.7974852162921724 0.7064700205354787
0.9269345213994409 0.43850107659726145 0.29568986998161984
0.19281773931825974 0.5314336133689802 0.7779394226586499
0.2502089499728085 0.036189417211187624 0.5968667939017533
0.7428773940726833 0.49326669980893734 0.35774597065137814
0.6036020189902291 0.6884306841581773 0.08721742194126936
0.5107925952461866 0.3837268380508674 0.991158811879823
0.4694322699707978 0.8300467071201953 0.9765107198034024
