3 1000
0.31012219931657625 0.8295587533005091 0.6686650622009939
0.46034317154174353 0.24427868237517314 0.22156311479145685
0.23867700919971058 0.05453343205460748 0.8749866935196453
0.9222434345054503 0.2395738240141635 0.7976427288260298
0.6942779597470469 0.8246672166443794 0.5491440692850347
0.38154561915910923 0.32512825660280953 0.8999183841213741
0.6560010327053559 0.8767947678284227 0.8572320258140417
0.591516512148349 0.9056170997963882 0.2748907795720834
0.7143891203548538 0.3154747030445869 0.7883092718063168
0.2102186002556098 0.305274476054584 0.25984873739741354
0.12401794506967734 0.7270233879126657 0.6852590400496
0.7791024020468135 0.5591515350751807 0.7112127743730341
0.7767184219043466 0.5097158015855605 0.22838639756657453
0.08072270667930803 0.13719776848535037 0.10538550575658578
0.6865712293301323 0.39573147221282823 0.26427694325890805
0.44915914892169084 0.28002283102644954 0.6967145125837934
0.32878850688423233 0.3191183513940471 0.8535771787203416
0.2578101130415078 0.13185089235805825 0.3397491934964574
0.5204906638846247 0.8735632521823744 0.7313873641050351
0.7450982555947288 0.9193687798906395 0.2119930084375432
0.7386554603566186 0.13410957903161658 0.5890401377881653
0.7953957516030342 0.34342743733914227 0.8691288104051342
0.009424789648102005 0.29655311451857613 0.7306344276862832
0.40439258442359494 0.025846519552746083 0.09356809163346491
0.8375186692133646 0.5691720590917803 0.35538993029980115
0.9174833640948634 0.5116582073306792 0.06836361773276556
0.6841567725058755 0.42357113762536547 0.36820172477337
0.43967005695764483 0.16986125233173233 0.9343628732631204
0.5394092171788557 0.3400248941236069 0.8838564244556093
0.014404076502870455 0.35639626780992484 0.5797132094950501
0.4804710972160675 0.6356762882235465 0.4564488145318376
0.831673653948199 0.7729675023031182 0.0809971162367481
0.4974902072456612 0.8398126876698092 0.8493495720195597
0.17611074921515502 0.4762124016602707 0.38012878864384325
0.018227799270713385 0.9470299645644822 0.30647106420466563
0.002854938951578956 0.2660592892293775 0.10806022448585506
0.6146739207261301 0.4597851689660535 0.8106431345183722
0.5219829877890739 0.6506785086717017 0.5701051985812932
0.6922959788137353 0.7284465481215899 0.518083955183496
0.1020558093787477 0.8236146466650529 0.46343142706580587
0.39604998441781825 0.8301357267693269 0.28092514714752403
0.5157762755854168 0.9865193000400845 0.40130432426861173
0.6114153194592853 0.0011943971984123003 0.969220947310005
0.07836272555369994 0.12688770173608988 0.44538569517546434
0.5679760387047412 0.2556626711435339 0.21336047372755862
0.8933526703871373 0.41137243341849494 0.24460622409371013
0.007593036627161265 0.9292111972816632 0.6444340337452092
0.9741618892142458 0.5657537425874217 0.036210317193959396
0.5366607138421099 0.7986043938682988 0.3937473043155829
0.7021345219833312 0.7716566103881386 0.38575800988332787
0.485373071946431 0.2026036036057174 0.10925462052986423
0.48360647267186285 0.2674759279746278 0.1011050238190756
0.8551416458826535 0.2728225034302235 0.7243238702016779
0.8888031687696946 0.5824173162239881 0.39556161513656396
0.30781181971650073 0.8566321810429659 0.20848951233284319
0.07392319002368597 0.52568492252885 0.705718092504643
0.14488924949983095 0.9736518239611124 0.766330821370521
0.18281423243520356 0.76886277240821 0.44691576740693506
0.631053440238941 0.5326155138250211 0.7395046952958855
0.33338227209389826 0.40912347258306003 0.24821218148967683
0.5262481383325446 0.20093613857871495 0.06709645025717514
0.5017640804450181 0.32164961316911234 0.5635036863508509
0.29117304608028505 0.38760765279730003 0.5827083640302282
0.32632735323105355 0.9030122693779117 0.8521108911685507
0.9287440470496265 0.4055192395323838 0.8882928456771211
0.5626437386202814 0.8691595710371308 0.06489569115485183
0.08954340763028301 0.2108694278769878 0.5464737124062126
0.8205216177495743 0.025296704897103006 0.4290590984329177
0.6285610670609699 0.3750713939879592 0.826929644786909
0.07278782003664064 0.913657778745467 0.4764591084496165
0.032852559992678554 0.4707614059318793 0.9712224764023685
0.1955412414838974 0.9088462366455685 0.10494302685886003
0.27254003291680295 0.9356055923059996 0.03974877634325269
0.2923152685771043 0.7695907230198303 0.7164999620290564
0.845841005497433 0.6052231970494398 0.302842505068293
0.49623021867906936 0.5838212605813657 0.9171983224719745
0.3018025428642157 0.78871672995828 0.9028581018710607
0.37309736894765877 0.5286213152416027 0.7162127156803664
0.6230387872927825 0.20153928748455419 0.5405043086423033
0.2543674852812994 0.5382264976007409 0.37313770397870416
0.7183939891252127 0.8621317625411983 0.8131810892438603
0.5700909424754075 0.07513049352939738 0.41932195333648103
0.13148787927781114 0.6314888922645843 0.6081787395206656
0.6058013994330572 0.45284010255184737 0.836890057868223
0.12506603155262008 0.6820815318618391 0.5046599090997528
0.2558894970833492 0.08908294475494294 0.5194869892259508
0.420940237591093 0.5533698990128362 0.4030178044701458
0.48543345067023147 0.12673741505140346 0.3639898712522892
0.025904968659463568 0.9598699445890357 0.054873163732685803
0.5269955995055813 0.2687654225468902 0.637101248340238
0.34174498338465 0.4828148776828889 0.28498622560138676
0.34968117704255886 0.7272678226227458 0.42550341222925947
0.12861136826617936 0.27953792137113553 0.9008080192088022
0.8904950494399537 0.2802628302192184 0.9452866886049321
0.8860597791896353 0.9635570814308243 0.6748338066066898
0.7880330807677295 0.020126648996700247 0.9142532370678328
0.719868799603415 0.7008796119337555 0.11456369327435467
0.1332822774333522 0.19272206020056115 0.32447719765279937
0.4565871625094329 0.313558389123206 0.7832523149269719
