3 100
0.5780854714468313 0.6423312981002484 0.5585057327664568
0.5845729166986673 0.23462086210862831 0.6560855897856995
0.9314043047547079 0.8947175252079066 0.3806534939584867
0.05785744910540758 0.9388022858048506 0.08172866405739332
0.1838592016402757 0.14298501283596343 0.42752696125691303
0.7083217669946282 0.41225655840517794 0.8217067237101612
0.29256609516391674 0.2256199271782915 0.40953824008249295
0.03817483812103839 0.17557110266871523 0.5266484220681545
0.615728582573914 0.096568541082514 0.5749130045292011
0.8904024254844092 0.2665864448548714 0.17264085164750764
0.2987173734672479 0.2850765607362653 0.11104693364665463
0.2221829269664749 0.6789451172287235 0.9746382229950318
0.3658496165685756 0.805849507768932 0.12622856215319367
0.2769950294941792 0.7655384786098232 0.5232712695436619
0.3527536684448024 0.4077303152785203 0.39380589853118964
0.7412636875664358 0.1437915935678722 0.0340149701216822
0.6977715365397019 0.9397456749696121 0.4905916518092891
0.672213497598728 0.6363507925112929 0.07579320963181324
0.9006703187189692 0.3958691788134684 0.14828593016194236
0.29156304322060167 0.9159687628233432 0.8232635114219149
0.655042330865609 0.8588472337547428 0.9357240368813989
0.49558754281764816 0.6192060878967744 0.12642219453677017
0.8134946425645955 0.911542856165771 0.4917303125440977
0.5886267200065948 0.09977110094364239 0.2410856292607949
0.9677353178547438 0.5352187135355453 0.9017921416880326
0.1670742889878596 0.08255081903871508 0.3616848672380055
0.8475985216281103 0.1089831095579945 0.8158161018407734
0.7126534950921269 0.45230898294615585 0.6727900384364816
0.536220664316597 0.9611321917435444 0.43898050929679344
0.4725963869479495 0.6440366491528196 0.12146748471897684
0.5098410084253665 0.45304507407795047 0.697929336877543
0.5767699504332992 0.17636486569794918 0.8450474160314598
0.934727367455116 0.9640526691498278 0.3068818582653188
0.10512047734596563 0.6883170826415976 0.33394343157253636
0.9722906353425955 0.509008969460089 0.7605623699353249
0.9565330229996216 0.04956486873943988 0.7277351229536547
0.004791354995507535 0.07218519612220409 0.9310667964162851
0.758590250049042 0.3780318086099089 0.6305717299141272
0.7436074569456816 0.25560074279715117 0.00453798636523528
0.9024507717209858 0.362553453395857 0.17313929045886522
0.5134206438681638 0.9226951764444113 0.20740352485126212
0.3451348718090017 0.4106795099730137 0.12249946618297725
0.33116819888091187 0.9628835909789437 0.6671522341664384
0.05151554279591608 0.8629079284185361 0.10424564061123642
0.09198809956887644 0.8023577964410517 0.8049060344513906
0.7454077754342845 0.11839499997409852 0.7901057946657345
0.8524769601956994 0.22114341212836375 0.31850665141887435
0.8447382066449154 0.3304206774175097 0.5346258037007156
0.4093472105823912 0.5106447921418532 0.3888331950014533
0.15343049699316247 0.15528488017621944 0.12499442007421913
0.681575321932961 0.11450731719852036 0.34198792588285165
0.2881324699134614 0.2737855306085475 0.7667295683669243
0.057636253348222866 0.7106671438086102 0.4524077956854534
0.7967102198871019 0.580828123907341 0.07028601849188454
0.3962374844676132 0.7877499109503383 0.0696687837120642
0.5994595608646844 0.1754651614671967 0.12642856953839066
0.7841317336869045 0.899282666642109 0.312668189806972
0.8274478308308665 0.3291506270912449 0.38713404922196415
0.6931699449733163 0.5584263270835375 0.8184361866902977
0.07702597667527922 0.23209460676412852 0.34085489690659754
0.6152280605764154 0.11306465505728203 0.8152795177347765
0.7286444566648881 0.8994616617083162 0.126481399225571
0.6726460381161259 0.7158898246726957 0.74496099178008
0.7260574361009019 0.4038516262158477 0.23343003405485285
0.8507776531396709 0.4445596639971654 0.5581580001341225
0.6025003127057289 0.7029887512980384 0.2406166315683982
0.00450411107997728 0.04836724601191311 0.6473902912411146
0.0645172348789117 0.3135242756426708 0.10524476557850604
0.025655564876273518 0.07941646015883597 0.8464400349241384
0.7056093179949959 0.8312721242499669 0.8166637889266298
0.24266552522368734 0.2827060504853677 0.8733390257522174
0.6298934047223945 0.33661595066016714 0.37933603584237274
0.6724594647496077 0.9266294477798453 0.2956424945790387
0.16286687437036518 0.5154335441616602 0.16809732525364263
0.31616534631564563 0.03154200535928742 0.1189272000505519
0.36470324077730254 0.6030804177470378 0.3144222187802074
0.9691641938973934 0.147837970604751 0.6487843690104278
0.3153668290712889 0.358379955985358 0.42159897619149667
0.20283768565567661 0.7029786272856178 0.8444655566346637
0.9243283027939839 0.48966684470094257 0.5098677037386088
0.9131201226230782 0.7993904763331616 0.7208846596834038
0.515196164925056 0.9400516103140446 0.1335878032955058
0.09582689748721407 0.4848079104203026 0.5445347257346557
0.8387930975560248 0.5803516200811896 0.2565155129018801
0.9485715513647217 0.7894735862151724 0.055903703404171834
0.14286705768409624 0.2325444064716421 0.9198913354091459
0.16112699992193014 0.711692132805173 0.9801174256326175
0.7799395935793865 0.009248995061250875 0.5117008701480795
0.9985358512121247 0.03601649027493925 0.07115034990952573
0.7736731499247366 0.9548650176489117 0.742798819478492
0.004142877905035203 0.05646013109951242 0.6316002522184126
0.6716675647652182 0.2401548795428745 0.9607838930148943
0.5405748981201817 0.10591192850097164 0.8900542765694772
0.41667661502679965 0.06497176216151301 0.25143625082032117
0.4265560082783797 0.8748004366522287 0.24464122232072472
0.36092110614296713 0.09498277824148937 0.34824001855850784
0.23593944803990774 0.3507280061365462 0.9721858026910465
0.5340871684706191 0.12113596764346413 0.009538029778870416
0.9474898393155555 0.6414839614530086 0.376017989586818
0.9405566236759771 0.12155523626818043 0.14187991708890157
